"Schema: HCRIS TABLE: STRONG_DATA_2013","----------"," Entity 563455"," Report S300005 ","-------------","-------------","-----------",""
"","----","NO HEADER "," -------- ","NO HEADER"," ------- ","","","","","",""
"Entity[563455] Report(S300005)", ,"Entity[563455] Report(S300005[00100])"
"Line(00100)", ,"6371352"
