"Schema: HCRIS TABLE: STRONG_DATA_2013","----------"," Entity 563455"," Report A600AA0 ","-------------","-------------","-----------",""
"","","CODE","","","","","","","","","A-7"
"","EXPLANATION OF RECLASSIFICATION(S)","-1","COST CENTER","LINE #","SALARY","OTHER","COST CENTER","LINE #","SALARY","OTHER","Ref."
"","","1","2","3","4","5","6","7","8","9","10"
"Entity[563455] Report(A600AA0)","Entity[563455] Report(A600AA0[00000])","Entity[563455] Report(A600AA0[00100])", ,"Entity[563455] Report(A600AA0[00300])", ,"Entity[563455] Report(A600AA0[00500])", ,"Entity[563455] Report(A600AA0[00700])", ,"Entity[563455] Report(A600AA0[00900])"
"Line(06000)","UNASSIGNED COST-INVENTORY","AA", ,"90", ,"2126"
"Line(06100)","UNASSIGNED COST-INVENTORY","AA", ,"90", ,"1268"
"Line(06200)","UNASSIGNED COST-INVENTORY","AA", ,"90", ,"1542"
"Line(06300)","UNASSIGNED COST-INVENTORY","AA", ,"90", ,"7515"
"Line(06400)","UNASSIGNED COST-INVENTORY","AA", ,"90", ,"3693"
"Line(06500)","UNASSIGNED COST-INVENTORY","AA", ,"90", ,"2265"
"Line(06600)","UNASSIGNED COST-INVENTORY","AA", ,"90", ,"2819"
"Line(06700)","UNASSIGNED COST-INVENTORY","AA", ,"90", ,"4336"
"Line(06800)","UNASSIGNED COST-INVENTORY","AA", ,"90", ,"379"
"Line(06900)","UNASSIGNED COST-INVENTORY","AA", ,"90", ,"4915"
"Line(07000)","UNASSIGNED COST-INVENTORY","AA", ,"90", ,"18363"
"Line(07100)","UNASSIGNED COST-INVENTORY","AA", ,"90", ,"943"
"Line(07200)","UNASSIGNED COST-INVENTORY","AA", ,"90", ,"344"
"Line(07300)","UNASSIGNED COST-INVENTORY","AA", ,"90", ,"1503"
"Line(07400)","UNASSIGNED COST-INVENTORY","AA", ,"90", ,"4514"
"Line(07500)","UNASSIGNED COST-INVENTORY","AA", ,"90", ,"6296"
"Line(07600)","UNASSIGNED COST-INVENTORY","AA", ,"90", ,"416"
"Line(07700)","UNASSIGNED COST-INVENTORY","AA", ,"90", ,"50"
"Line(07800)","UNASSIGNED COST-INVENTORY","AA", ,"90", ,"565"
"Line(07900)","UNASSIGNED COST-INVENTORY","AA", ,"90", ,"261"
"Line(08000)","UNASSIGNED COST-INVENTORY","AA", ,"90", ,"1004"
"Line(08100)","UNASSIGNED COST-INVENTORY","AA", ,"90", ,"3597"
"Line(08200)","UNASSIGNED COST-INVENTORY","AA", ,"91", ,"12347"
"Line(08300)","UNASSIGNED COST-INVENTORY","AA", ,"95", ,"11017"
"Line(08400)","UNASSIGNED COST-INVENTORY","AA", ,"105", ,"126"
"Line(08500)","UNASSIGNED COST-INVENTORY","AA", ,"106", ,"20"
"Line(08600)","UNASSIGNED COST-INVENTORY","AA", ,"107", ,"18"
"Line(08700)","UNASSIGNED COST-INVENTORY","AA", ,"108", ,"668"
"Line(08800)","UNASSIGNED COST-INVENTORY","AA", ,"112", ,"7048"
"Line(08900)","UNASSIGNED COST-INVENTORY","AA", ,"192", ,"3198"
"Line(09000)","UNASSIGNED COST-INVENTORY","AA", ,"194", ,"12486"
"Line(09100)","UNASSIGNED COST-INVENTORY","AA", ,"194", ,"1725"
"Line(09200)","UNASSIGNED COST-INVENTORY","AA", ,"194", ,"151"
"Line(09300)","UNASSIGNED COST-INVENTORY","AA", ,"194", ,"90"
"Line(09400)","UNASSIGNED COST-INVENTORY","AA", ,"194", ,"47417"
"Line(09500)","UNASSIGNED COST-INVENTORY","AA", ,"194", ,"16189"
"Line(09600)","UNASSIGNED COST-INVENTORY","AA", ,"194", ,"333"
