"Schema: HCRIS TABLE: STRONG_DATA_2013","----------"," Entity 572875"," Report S300005 ","-------------","-------------","-----------",""
"","----","NO HEADER "," -------- ","NO HEADER"," ------- ","","","","","",""
"Entity[572875] Report(S300005)", ,"Entity[572875] Report(S300005[00100])","Entity[572875] Report(S300005[00200])"
"Line(00100)", ,"16909621","213100"
