"Schema: HCRIS TABLE: STRONG_DATA_2013","----------"," Entity 572875"," Report S300003 ","-------------","-------------","-----------",""
"","----","NO HEADER "," -------- ","NO HEADER"," ------- ","","","","","",""
"Entity[572875] Report(S300003)", , ,"Entity[572875] Report(S300003[00200])","Entity[572875] Report(S300003[00300])","Entity[572875] Report(S300003[00400])","Entity[572875] Report(S300003[00500])","Entity[572875] Report(S300003[00600])"
"Line(00100)", , ,"1135113905","40440686","1175554591","28909020","41"
"Line(00200)", , ,"347418155","-11155813","336262342","9488918","35"
"Line(00300)", , ,"787695750","51596499","839292249","19420102","43"
"Line(00400)", , ,"28150821", ,"28150821","247241","114"
"Line(00500)", , ,"352463245", ,"352463245", ,"42"
"Line(00600)", , ,"1168309816","51596499","1219906315","19667343","62"
