"----------"," Entity 558727"," Report L00A181 ","-------------","-------------","-----------","", , , , , , , , , , , , , 
"----","NO HEADER "," -------- ","NO HEADER"," ------- ","","","","","","", , , , , , , , , 
 ,"Entity[558727] Report(L00A181[00100])", , , , , , , , , , , , , , , , , , 
 ,"12507109", , , , , , , , , , , , , , , , , , 
 ,"529313", , , , , , , , , , , , , , , , , , 
 ,"869", , , , , , , , , , , , , , , , , , 
 ,"549", , , , , , , , , , , , , , , , , , 
 ,"20", , , , , , , , , , , , , , , , , , 
 ,"2438886", , , , , , , , , , , , , , , , , , 
 ,"0", , , , , , , , , , , , , , , , , , 
 ,"0", , , , , , , , , , , , , , , , , , 
 ,"0", , , , , , , , , , , , , , , , , , 
 ,"0", , , , , , , , , , , , , , , , , , 
 ,"1164412", , , , , , , , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
