"----------"," Entity 558727"," Report C000001 ","-------------","-------------","-----------","", , , , , , , , , , , , , 
"","","(from Wkst.","Therapy","","RCE","","","","Total","","TEFRA","PPS", , , , , , , 
"","COST CENTER DESCRIPTIONS","\"B"," Part I","\"","Limit","Total","Dis-","Total","","","(column 6","Cost or ","Inpatient","Inpatient", , , , , 
"","","col. 26)","Adj.","Costs","allowance","Costs","Inpatient","Outpatient","+ column 7)","Other Ratio","Ratio","Ratio", , , , , , , 
"","","1","2","3","4","5","6","7","8","9","10","11", , , , , , , 
 ,"Entity[558727] Report(C000001[00100])", ,"Entity[558727] Report(C000001[00300])","Entity[558727] Report(C000001[00400])","Entity[558727] Report(C000001[00500])","Entity[558727] Report(C000001[00600])","Entity[558727] Report(C000001[00700])","Entity[558727] Report(C000001[00800])","Entity[558727] Report(C000001[00900])", ,"Entity[558727] Report(C000001[01100])", , , , , , , , 
 ,"276409663", ,"276409663", ,"276409663","615730391", ,"615730391", , , , , , , , , , , 
 ,"28976507", ,"28976507", ,"28976507","69896293", ,"69896293", , , , , , , , , , , 
 ,"21902378", ,"21902378", ,"21902378","51608917", ,"51608917", , , , , , , , , , , 
 ,"8259104", ,"8259104", ,"8259104","22988128", ,"22988128", , , , , , , , , , , 
 ,"3251843", ,"3251843", ,"3251843","6884092", ,"6884092", , , , , , , , , , , 
 ,"7620336", ,"7620336", ,"7620336","16993286", ,"16993286", , , , , , , , , , , 
 ,"15663451", ,"15663451", ,"15663451","39188816", ,"39188816", , , , , , , , , , , 
 ,"4211333", ,"4211333", ,"4211333","8713506", ,"8713506", , , , , , , , , , , 
 ,"4624767", ,"4624767", ,"4624767","6358954", ,"6358954", , , , , , , , , , , 
 ,"6882009", ,"6882009", ,"6882009","13339174", ,"13339174", , , , , , , , , , , 
 ,"7560923", ,"7560923", ,"7560923","19747015", ,"19747015", , , , , , , , , , , 
 ,"145694723", ,"145694723", ,"145694723","461645442","215753719","677399161","0", ,"0", , , , , , , , 
 ,"3405447", ,"3405447", ,"3405447","16384323","8668905","25053228","0", ,"0", , , , , , , , 
 ,"12912216", ,"12912216", ,"12912216","36671894","37249217","73921111","0", ,"0", , , , , , , , 
 ,"16252094", ,"16252094", ,"16252094","52141600","5865581","58007181","0", ,"0", , , , , , , , 
 ,"6709533", ,"6709533","398512","7108045","31602343","12231884","43834227","0", ,"0", , , , , , , , 
 ,"5695076", ,"5695076", ,"5695076","3807163","26631227","30438390","0", ,"0", , , , , , , , 
 ,"88184010", ,"88184010", ,"88184010","217779199","358027115","575806314","0", ,"0", , , , , , , , 
 ,"11531459", ,"11531459", ,"11531459","4765594","88259684","93025278","0", ,"0", , , , , , , , 
 ,"5992822", ,"5992822", ,"5992822","7095219","23055092","30150311","0", ,"0", , , , , , , , 
 ,"5691419", ,"5691419", ,"5691419","13928962","26881289","40810251","0", ,"0", , , , , , , , 
 ,"66173477", ,"66173477", ,"66173477","357163108","301441470","658604578","0", ,"0", , , , , , , , 
 ,"3822216", ,"3822216", ,"3822216","1652576","9339375","10991951","0", ,"0", , , , , , , , 
 ,"3260086", ,"3260086", ,"3260086","5917488","9888917","15806405","0", ,"0", , , , , , , , 
 ,"15144199", ,"15144199", ,"15144199","63192622","11407310","74599932","0", ,"0", , , , , , , , 
 ,"35869834", ,"35869834", ,"35869834","125573070","3156022","128729092","0", ,"0", , , , , , , , 
 ,"20009339", ,"20009339", ,"20009339","46221498","32917266","79138764","0", ,"0", , , , , , , , 
 ,"4107563", ,"4107563", ,"4107563","10667522","4182989","14850511","0", ,"0", , , , , , , , 
 ,"8163549", ,"8163549", ,"8163549","5544674","10413008","15957682","1", ,"1", , , , , , , , 
 ,"4919448", ,"4919448", ,"4919448","42802334","17747995","60550329","0", ,"0", , , , , , , , 
 ,"8489646", ,"8489646", ,"8489646","23606859","13845123","37451982","0", ,"0", , , , , , , , 
 ,"38930665", ,"38930665", ,"38930665","76783367","50837322","127620689","0", ,"0", , , , , , , , 
 ,"68631056", ,"68631056", ,"68631056","277403695","110827377","388231072","0", ,"0", , , , , , , , 
 ,"254840056", ,"254840056", ,"254840056","450743616","416321924","867065540","0", ,"0", , , , , , , , 
 ,"12550085", ,"12550085", ,"12550085", ,"60922783","60922783","0", ,"0", , , , , , , , 
 ,"13163336", ,"13163336", ,"13163336","15807701","23073780","38881481","0", ,"0", , , , , , , , 
 ,"915163", ,"915163", ,"915163","1707623", ,"1707623","1", ,"1", , , , , , , , 
 ,"12232616", ,"12232616", ,"12232616","25619365","57288068","82907433","0", ,"0", , , , , , , , 
 ,"659474", ,"659474", ,"659474","454463","1714097","2168560","0", ,"0", , , , , , , , 
 ,"15516274", ,"15516274","228603","15744877","37802495","72515308","110317803","0", ,"0", , , , , , , , 
 ,"8697726", ,"8697726", ,"8697726","1044858","6374867","7419725","1", ,"1", , , , , , , , 
 ,"39833", ,"39833", ,"39833","140942", ,"140942","0", ,"0", , , , , , , , 
 ,"785672", ,"785672", ,"785672","139173","953853","1093026","1", ,"1", , , , , , , , 
 ,"5609425", ,"5609425", ,"5609425", ,"3465643","3465643", , , , , , , , , , , 
 ,"4446764", ,"4446764", ,"4446764","508997","9144066","9653063","0", ,"0", , , , , , , , 
 ,"53461399", ,"53461399","8343","53469742","701724","76577616","77279340","1", ,"1", , , , , , , , 
 ,"826057", ,"826057", ,"826057","8582","3159549","3168131","0", ,"0", , , , , , , , 
 ,"2041140", ,"2041140", ,"2041140","1102","2778129","2779231","1", ,"1", , , , , , , , 
 ,"286", ,"286", ,"286", , , , , , , , , , , , , , 
 ,"4516993", ,"4516993", ,"4516993","7520889","11684007","19204896","0", ,"0", , , , , , , , 
 ,"6594304", ,"6594304", ,"6594304","498699","9451788","9950487","1", ,"1", , , , , , , , 
 ,"248302", ,"248302", ,"248302","22306","848922","871228","0", ,"0", , , , , , , , 
 ,"288431", ,"288431", ,"288431","309","89470","89779","3", ,"3", , , , , , , , 
 ,"5532620", ,"5532620", ,"5532620","37581","15501592","15539173","0", ,"0", , , , , , , , 
 ,"997741", ,"997741", ,"997741","2627","323208","325835","3", ,"3", , , , , , , , 
 ,"363748", ,"363748", ,"363748", ,"4329127","4329127","0", ,"0", , , , , , , , 
 ,"2064266", ,"2064266", ,"2064266","4508","1213833","1218341","2", ,"2", , , , , , , , 
 ,"1414408", ,"1414408", ,"1414408","2213","2354549","2356762","1", ,"1", , , , , , , , 
 ,"1403876", ,"1403876", ,"1403876","8096","4845816","4853912","0", ,"0", , , , , , , , 
 ,"656867", ,"656867", ,"656867","9845","446826","456671","1", ,"1", , , , , , , , 
 ,"378524", ,"378524", ,"378524","1952","177917","179869","2", ,"2", , , , , , , , 
 ,"1507780", ,"1507780", ,"1507780","4798","2113938","2118736","1", ,"1", , , , , , , , 
 ,"1311968", ,"1311968", ,"1311968","4977","677311","682288","2", ,"2", , , , , , , , 
 ,"2185121", ,"2185121","67200","2252321", ,"100","100","21851", ,"22523", , , , , , , , 
 ,"44589002", ,"44589002","1820861","46409863","101838214","236739820","338578034","0", ,"0", , , , , , , , 
 ,"19088568", ,"19088568", ,"19088568","4470412","32661816","37132228","1", ,"1", , , , , , , , 
 ,"3082028", ,"3082028", ,"3082028","2537","13074926","13077463","0", ,"0", , , , , , , , 
 ,"27154556", ,"27154556", ,"27154556","199381","67599379","67798760","0", ,"0", , , , , , , , 
 ,"44483624", ,"44483624", ,"44483624", ,"79074743","79074743", , , , , , , , , , , 
 ,"13039972", ,"13039972", ,"13039972","33332836", ,"33332836", , , , , , , , , , , 
 ,"2067988", ,"2067988", ,"2067988","5194302", ,"5194302", , , , , , , , , , , 
 ,"8003100", ,"8003100", ,"8003100","21049782", ,"21049782", , , , , , , , , , , 
 ,"3868819", ,"3868819", ,"3868819","8995836","154","8995990", , , , , , , , , , , 
 ,"2878838", ,"2878838", ,"2878838","6590488", ,"6590488", , , , , , , , , , , 
 ,"1108368", ,"1108368", ,"1108368","2940904", ,"2940904", , , , , , , , , , , 
 ,"286885", ,"286885", ,"286885", , , , , , , , , , , , , , 
 ,"6157042", ,"6157042", ,"6157042", , , , , , , , , , , , , , 
 ,"8141637", ,"8141637", ,"8141637", ,"17228308","17228308", , , , , , , , , , , 
 ,"1564152873", ,"1564152873","2523519","1566676392","2147483647","2147483647","2147483647", , , , , , , , , , , 
 ,"19088568", ,"19088568", ,"19088568", , , , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
