 ,"143670", ,"4964","2", , , , , , , , , , , , , , , 
 ,"843154", , , , , , , , , , , , , , , , , , 
 ,"5605349", , , , , , , , , , , , , , , , , , 
 ,"454226", , , , , , , , , , , , , , , , , , 
 ,"37644", , , , , , , , , , , , , , , , , , 
 ,"61698", , , , , , , , , , , , , , , , , , 
 ,"29625", , , , , , , , , , , , , , , , , , 
 ,"1149256", , , , , , , , , , , , , , , , , , 
 ,"7337798", , , , , , , , , , , , , , , , , , 
 ,"322026", , , , , , , , , , , , , , , , , , 
 ,"305956", , , , , , , , , , , , , , , , , , 
 ,"1413543", , , , , , , , , , , , , , , , , , 
 ,"1840463", , , , , , , , , , , , , , , , , , 
 ,"1052909", , , , , , , , , , , , , , , , , , 
 ,"398", , , , , , , , , , , , , , , , , , 
 ,"1384365", , , , , , , , , , , , , , , , , , 
 ,"-1091236", , , , , , , , , , , , , , , , , , 
 ,"597114", , , , , , , , , , , , , , , , , , 
 ,"13163336", , , , , , , , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
"----------"," Entity 558727"," Report I1H000* ","-------------","-------------","-----------","", , , , , , , , , , , , , 
"----","NO HEADER "," -------- ","NO HEADER"," ------- ","","","","","","", , , , , , , , , 
 , ,"Entity[558727] Report(I1H000*[00200])", , , , , , , , , , , , , , , , , 
 , ,"HOURS OF SERVICE", , , , , , , , , , , , , , , , , 
 , ,"HOURS OF SERVICE", , , , , , , , , , , , , , , , , 
 , ,"HOURS OF SERVICE", , , , , , , , , , , , , , , , , 
 , ,"HOURS OF SERVICE", , , , , , , , , , , , , , , , , 
 , ,"HOURS OF SERVICE", , , , , , , , , , , , , , , , , 
 , ,"HOURS OF SERVICE", , , , , , , , , , , , , , , , , 
 , ,"ACCUMULATED COST", , , , , , , , , , , , , , , , , 
 , ,"ACCUMULATED COST", , , , , , , , , , , , , , , , , 
 , ,"SALARY", , , , , , , , , , , , , , , , , 
 , ,"SQUARE FEET", , , , , , , , , , , , , , , , , 
 , ,"PERCENTAGE OF TIME", , , , , , , , , , , , , , , , , 
 , ,"PERCENTAGE OF TIME", , , , , , , , , , , , , , , , , 
 , ,"REQUISITIONS", , , , , , , , , , , , , , , , , 
 , ,"REQUISITIONS", , , , , , , , , , , , , , , , , 
 , ,"ACCUMULATED COST", , , , , , , , , , , , , , , , , 
 , ,"SQUARE FEET", , , , , , , , , , , , , , , , , 
 , ,"PERCENTAGE OF TIME", , , , , , , , , , , , , , , , , 
 , ,"SALARY", , , , , , , , , , , , , , , , , 
 , ,"ACCUMULATED COST", , , , , , , , , , , , , , , , , 
 , ,"SQUARE FEET", , , , , , , , , , , , , , , , , 
 , ,"REQUISITIONS", , , , , , , , , , , , , , , , , 
 , ,"REQUISITIONS", , , , , , , , , , , , , , , , , 
 , ,"ACCUMULATED COST", , , , , , , , , , , , , , , , , 
 , ,"CHARGES", , , , , , , , , , , , , , , , , 
 , ,"CHARGES", , , , , , , , , , , , , , , , , 
 , ,"CHARGES", , , , , , , , , , , , , , , , , 
 , ,"CHARGES", , , , , , , , , , , , , , , , , 
 , ,"CHARGES", , , , , , , , , , , , , , , , , 
 , ,"CHARGES", , , , , , , , , , , , , , , , , 
 , ,"CHARGES", , , , , , , , , , , , , , , , , 
 , ,"CHARGES", , , , , , , , , , , , , , , , , 
 , ,"CHARGES", , , , , , , , , , , , , , , , , 
 , ,"CHARGES", , , , , , , , , , , , , , , , , 
 , ,"CHARGES", , , , , , , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
"----------"," Entity 558727"," Report I1H0000 ","-------------","-------------","-----------","", , , , , , , , , , , , , 
"----","NO HEADER "," -------- ","NO HEADER"," ------- ","","","","","","", , , , , , , , , 
 ,"Entity[558727] Report(I1H0000[00100])", ,"Entity[558727] Report(I1H0000[00300])","Entity[558727] Report(I1H0000[00400])", , , , , , , , , , , , , , , 
 ,"571083", ,"15529","7", , , , , , , , , , , , , , , 
 ,"89432", ,"4679","2", , , , , , , , , , , , , , , 
 ,"55697", ,"2278","1", , , , , , , , , , , , , , , 
 ,"1149", ,"49","0", , , , , , , , , , , , , , , 
 ,"47738", , , , , , , , , , , , , , , , , , 
 ,"765099", , , , , , , , , , , , , , , , , , 
 ,"51697", , , , , , , , , , , , , , , , , , 
 ,"76046", , , , , , , , , , , , , , , , , , 
 ,"19261", , , , , , , , , , , , , , , , , , 
 ,"4468", , , , , , , , , , , , , , , , , , 
 ,"165300", , , , , , , , , , , , , , , , , , 
 ,"1081871", , , , , , , , , , , , , , , , , , 
 ,"110452", , , , , , , , , , , , , , , , , , 
 ,"81167", , , , , , , , , , , , , , , , , , 
 ,"195611", , , , , , , , , , , , , , , , , , 
 ,"411007", , , , , , , , , , , , , , , , , , 
 ,"359471", , , , , , , , , , , , , , , , , , 
 ,"1239732", , , , , , , , , , , , , , , , , , 
 ,"-491004", , , , , , , , , , , , , , , , , , 
 ,"93721", , , , , , , , , , , , , , , , , , 
 ,"3082028", , , , , , , , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
"----------"," Entity 558727"," Report I2D0000 ","-------------","-------------","-----------","", , , , , , , , , , , , , 
"----","NO HEADER "," -------- ","NO HEADER"," ------- ","","","","","","", , , , , , , , , 
 ,"Entity[558727] Report(I2D0000[00100])","Entity[558727] Report(I2D0000[00200])","Entity[558727] Report(I2D0000[00300])","Entity[558727] Report(I2D0000[00400])","Entity[558727] Report(I2D0000[00500])","Entity[558727] Report(I2D0000[00600])","Entity[558727] Report(I2D0000[00700])", ,"Entity[558727] Report(I2D0000[00900])","Entity[558727] Report(I2D0000[01000])","Entity[558727] Report(I2D0000[01100])", , , , , , , , 
 ,"1412579","397279","3346630","1415565","1867769","-1091236","1384365", ,"8732951","4429987","13162938", , , , , , , , 
 ,"803292","225921","1903128","804989","1062145","-620553","787247", ,"4966169","2519201","7485370", , , , , , , , 
 ,"1554","437","3683","1558","2055","-1201","1523", ,"9609","4874","14483", , , , , , , , 
 ,"201","56","475","201","265","-155","197", ,"1240","629","1869", , , , , , , , 
 ,"1053","296","2495","1055","1392","-813","1032", ,"6510","3302","9812", , , , , , , , 
 ,"190393","53547","451072","190796","251745","-147081","186590", ,"1177062","597092","1774154", , , , , , , , 
 ,"21160","5951","50132","21205","27979","-16347","20738", ,"130818","66360","197178", , , , , , , , 
 ,"394926","111071","935645","395761","522188","-305086","387038", ,"2441543","1238529","3680072", , , , , , , , 
 ,"1412579","397279","3346630","1415565","1867769","-1091236","1384365", ,"8732951","4429987","13162938", , , , , , , , 
 , , , , , , , , , , ,"398", , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
"----------"," Entity 558727"," Report I2H0000 ","-------------","-------------","-----------","", , , , , , , , , , , , , 
"----","NO HEADER "," -------- ","NO HEADER"," ------- ","","","","","","", , , , , , , , , 
 ,"Entity[558727] Report(I2H0000[00100])","Entity[558727] Report(I2H0000[00200])","Entity[558727] Report(I2H0000[00300])","Entity[558727] Report(I2H0000[00400])","Entity[558727] Report(I2H0000[00500])","Entity[558727] Report(I2H0000[00600])","Entity[558727] Report(I2H0000[00700])", ,"Entity[558727] Report(I2H0000[00900])","Entity[558727] Report(I2H0000[01000])","Entity[558727] Report(I2H0000[01100])", , , , , , , , 
 ,"545969","104896","571083","146278","247308","-491004","1239732", ,"2364262","717766","3082028", , , , , , , , 
 ,"200766","38572","210001","53791","90941","-180554","455879", ,"869396","263941","1133337", , , , , , , , 
 ,"394","76","412","106","178","-354","895", ,"1707","518","2225", , , , , , , , 
 ,"1143","220","1195","306","518","-1028","2595", ,"4949","1502","6451", , , , , , , , 
 ,"453","87","474","121","205","-408","1029", ,"1961","595","2556", , , , , , , , 
 ,"47581","9142","49770","12748","21553","-42791","108042", ,"206045","62553","268598", , , , , , , , 
 ,"131591","25282","137644","35256","59607","-118343","298804", ,"569841","172998","742839", , , , , , , , 
 ,"164041","31517","171587","43950","74306","-147526","372488", ,"710363","215659","926022", , , , , , , , 
 ,"545969","104896","571083","146278","247308","-491004","1239732", ,"2364262","717766","3082028", , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
"----------"," Entity 558727"," Report I3D0000 ","-------------","-------------","-----------","", , , , , , , , , , , , , 
"----","NO HEADER "," -------- ","NO HEADER"," ------- ","","","","","","", , , , , , , , , 
 ,"Entity[558727] Report(I3D0000[00100])","Entity[558727] Report(I3D0000[00200])","Entity[558727] Report(I3D0000[00300])","Entity[558727] Report(I3D0000[00400])","Entity[558727] Report(I3D0000[00500])","Entity[558727] Report(I3D0000[00600])","Entity[558727] Report(I3D0000[00700])","Entity[558727] Report(I3D0000[00800])","Entity[558727] Report(I3D0000[00900])","Entity[558727] Report(I3D0000[01000])", , , , , , , , , 
 ,"1412579","397279","3346630","1415565","1867769","-1091236","1384365", ,"8732951","4429987", , , , , , , , , 
 ,"16020","16020","16020","16020","16020","16020","16020","16020", , , , , , , , , , , 
 ,"31","31","31","31","31","31","31","31", , , , , , , , , , , 
 ,"4","4","4","4","4","4","4","4", , , , , , , , , , , 
 ,"21","21","21","21","21","21","21","21", , , , , , , , , , , 
 ,"3797","3797","3797","3797","3797","3797","3797","3797", , , , , , , , , , , 
 ,"422","422","422","422","422","422","422","422", , , , , , , , , , , 
 ,"7876","7876","7876","7876","7876","7876","7876","7876", , , , , , , , , , , 
 ,"28171","28171","28171","28171","28171","28171","28171","28171", ,"8732951", , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
"----------"," Entity 558727"," Report I3H0000 ","-------------","-------------","-----------","", , , , , , , , , , , , , 
"----","NO HEADER "," -------- ","NO HEADER"," ------- ","","","","","","", , , , , , , , , 
 ,"Entity[558727] Report(I3H0000[00100])","Entity[558727] Report(I3H0000[00200])","Entity[558727] Report(I3H0000[00300])","Entity[558727] Report(I3H0000[00400])","Entity[558727] Report(I3H0000[00500])","Entity[558727] Report(I3H0000[00600])","Entity[558727] Report(I3H0000[00700])","Entity[558727] Report(I3H0000[00800])","Entity[558727] Report(I3H0000[00900])","Entity[558727] Report(I3H0000[01000])", , , , , , , , , 
 ,"545969","104896","571083","146278","247308","-491004","1239732", ,"2364262","717766", , , , , , , , , 
 ,"10190","10190","10190","10190","10190","10190","10190","10190", , , , , , , , , , , 
 ,"20","20","20","20","20","20","20","20", , , , , , , , , , , 
 ,"58","58","58","58","58","58","58","58", , , , , , , , , , , 
 ,"23","23","23","23","23","23","23","23", , , , , , , , , , , 
 ,"2415","2415","2415","2415","2415","2415","2415","2415", , , , , , , , , , , 
 ,"6679","6679","6679","6679","6679","6679","6679","6679", , , , , , , , , , , 
 ,"8326","8326","8326","8326","8326","8326","8326","8326", , , , , , , , , , , 
 ,"27711","27711","27711","27711","27711","27711","27711","27711", ,"2364262", , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
"----------"," Entity 558727"," Report I4D0010 ","-------------","-------------","-----------","", , , , , , , , , , , , , 
"----","NO HEADER "," -------- ","NO HEADER"," ------- ","","","","","","", , , , , , , , , 
 ,"Entity[558727] Report(I4D0010[00100])","Entity[558727] Report(I4D0010[00200])","Entity[558727] Report(I4D0010[00300])", ,"Entity[558727] Report(I4D0010[00500])", ,"Entity[558727] Report(I4D0010[00700])", , , , , , , , , , , , 
 ,"16020","7485370","467", ,"8265653", ,"249", , , , , , , , , , , , 
 ,"31","14483","467", ,"15884", ,"317", , , , , , , , , , , , 
 ,"4","1869","467", ,"1402", ,"350", , , , , , , , , , , , 
 ,"21","9812","467", ,"4205", ,"274", , , , , , , , , , , , 
 ,"3797","1774154","467", ,"1959179", ,"255", , , , , , , , , , , , 
 ,"60","197178","3286", ,"184033", ,"745", , , , , , , , , , , , 
 ,"1125","3680072","3271", ,"1478573", ,"8867", , , , , , , , , , , , 
 ,"19873","13162938", , ,"11908929", , , , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
"----------"," Entity 558727"," Report I4H0010 ","-------------","-------------","-----------","", , , , , , , , , , , , , 
"----","NO HEADER "," -------- ","NO HEADER"," ------- ","","","","","","", , , , , , , , , 
 ,"Entity[558727] Report(I4H0010[00100])","Entity[558727] Report(I4H0010[00200])","Entity[558727] Report(I4H0010[00300])", ,"Entity[558727] Report(I4H0010[00500])", ,"Entity[558727] Report(I4H0010[00700])", , , , , , , , , , , , 
 ,"10190","1133337","111", ,"1209851", ,"249", , , , , , , , , , , , 
 ,"20","2225","111", ,"2336", ,"319", , , , , , , , , , , , 
 ,"58","6451","111", ,"4894", ,"293", , , , , , , , , , , , 
 ,"23","2556","111", ,"1111", ,"282", , , , , , , , , , , , 
 ,"2415","268598","111", ,"286725", ,"255", , , , , , , , , , , , 
 ,"954","742839","779", ,"555963", ,"755", , , , , , , , , , , , 
 ,"1189","926022","779", ,"423678", ,"739", , , , , , , , , , , , 
 ,"12706","3082028", , ,"2484558", , , , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
"----------"," Entity 558727"," Report I500000 ","-------------","-------------","-----------","", , , , , , , , , , , , , 
"----","NO HEADER "," -------- ","NO HEADER"," ------- ","","","","","","", , , , , , , , , 
 ,"Entity[558727] Report(I500000[00100])","Entity[558727] Report(I500000[00200])", , , , , , , , , , , , , , , , , 
 ,"14393487", , , , , , , , , , , , , , , , , , 
 ,"10625798","9918487", , , , , , , , , , , , , , , , , 
 ,"10625798","9918487", , , , , , , , , , , , , , , , , 
 ,"110859", , , , , , , , , , , , , , , , , , 
 ,"1425","1330", , , , , , , , , , , , , , , , , 
 ,"1425","1330", , , , , , , , , , , , , , , , , 
 ,"2124873","1983430", , , , , , , , , , , , , , , , , 
 ,"2124873","1983430", , , , , , , , , , , , , , , , , 
 ,"332539","303025", , , , , , , , , , , , , , , , , 
 ,"332539","303025", , , , , , , , , , , , , , , , , 
 ,"266662", , , , , , , , , , , , , , , , , , 
 ,"226885", , , , , , , , , , , , , , , , , , 
 , ,"1681735", , , , , , , , , , , , , , , , , 
 , ,"7933726", , , , , , , , , , , , , , , , , 
 ,"266662", , , , , , , , , , , , , , , , , , 
 ,"17827206", , , , , , , , , , , , , , , , , , 
 ,"16244966", , , , , , , , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
