"----------"," Entity 549652"," Report B000001 ","-------------","-------------","-----------","", , , , , , , , , , , , , 
"","","FOR COST","RELATED COSTS","","","","","","","","","","","","","","","","","","","","","","","","NON-","","INTERNS &","INTERNS &","","","RESIDENT ",""
"","","ALLOCATION"," "," ","","","ADMINIS-","MAIN-","","","","","LAUNDRY","","","","MAIN-","NURSING","CENTRAL","","MEDICAL","","","","","OTHER","PHYSICIAN","","RESIDENTS","RESIDENTS","PARAMEDICAL","","COST & POST",""
"","COST CENTER DESCRIPTIONS","(from Wkst.","BLDGS. &","MOVABLE","EMPLOYEE","SUBTOTAL","TRATIVE &","TENANCE &","OPERATION","","","COST CENTER DESCRIPTIONS","& LINEN","HOUSE-"," ","","TENANCE OF","ADMINIS-","SERVICES &","","RECORDS &","SOCIAL","","","COST CENTER DESCRIPTIONS","GENERAL","ANES-","NURSING","SALARY AND","PROGRAM","EDUCATION","","STEPDOWN",""
"","","A col. 7)","FIXTURES","EQUIPMENT","BENEFITS","(cols. 0-4)","GENERAL","REPAIRS","OF PLANT","","","","SERVICE","KEEPING","DIETARY","CAFETERIA","PERSONNEL","TRATION","SUPPLY","PHARMACY","LIBRARY","SERVICE","","","","SERVICE","THETISTS","SCHOOL","FRINGES","COSTS","(SPECIFY)","SUBTOTAL"," ADJUSTMENTS","TOTAL"
"","","0","1","2","4","4A","5","6","7","","","","8","9","10","11","12","13","14","15","16","17","","","","18","19","20","21","22","23","24","25","26"
"Entity[549652] Report(B000001[00000])", ,"Entity[549652] Report(B000001[00200])", ,"Entity[549652] Report(B000001[00400])", ,"Entity[549652] Report(B000001[00600])","Entity[549652] Report(B000001[00700])","Entity[549652] Report(B000001[00800])","Entity[549652] Report(B000001[00900])","Entity[549652] Report(B000001[01000])","Entity[549652] Report(B000001[01100])", , ,"Entity[549652] Report(B000001[01400])","Entity[549652] Report(B000001[01500])","Entity[549652] Report(B000001[01600])","Entity[549652] Report(B000001[01700])", , , ,"Entity[549652] Report(B000001[02100])", , ,"Entity[549652] Report(B000001[02400])","Entity[549652] Report(B000001[02500])","Entity[549652] Report(B000001[02600])"
"27162093", , , , , , , , , , , , , , , , , , , 
"20390395", , , , , , , , , , , , , , , , , , , 
"1011999", , , , , , , , , , , , , , , , , , , 
"14040649", , , , , , , , , , , , , , , , , , , 
"3358029", , , , , , , , , , , , , , , , , , , 
"66358", , , , , , , , , , , , , , , , , , , 
"921571", , , , , , , , , , , , , , , , , , , 
"37001", , , , , , , , , , , , , , , , , , , 
"5943646", , , , , , , , , , , , , , , , , , , 
"1701340", , , , , , , , , , , , , , , , , , , 
"45989", , , , , , , , , , , , , , , , , , , 
"7047420", , , , , , , , , , , , , , , , , , , 
"3890105", , , , , , , , , , , , , , , , , , , 
"3011952", , , , , , , , , , , , , , , , , , , 
"2705451", , , , , , , , , , , , , , , , , , , 
"4649867", , , , , , , , , , , , , , , , , , , 
"3536871", , , , , , , , , , , , , , , , , , , 
"368907", , , , , , , , , , , , , , , , , , , 
"661715", , , , , , , , , , , , , , , , , , , 
"18405246", , , , , , , , , , , , , , , , , , , 
"1779776", , , , , , , , , , , , , , , , , , , 
"7323991", , , , , , , , , , , , , , , , , , , 
"567270", , , , , , , , , , , , , , , , , , , 
"636077", , , , , , , , , , , , , , , , , , , 
"1367784", , , , , , , , , , , , , , , , , , , 
"852847", , , , , , , , , , , , , , , , , , , 
"467355", , , , , , , , , , , , , , , , , , , 
"6964020", , , , , , , , , , , , , , , , , , , 
"3980473", , , , , , , , , , , , , , , , , , , 
"1970827", , , , , , , , , , , , , , , , , , , 
"2972623", , , , , , , , , , , , , , , , , , , 
"82752", , , , , , , , , , , , , , , , , , , 
"69234", , , , , , , , , , , , , , , , , , , 
"60409", , , , , , , , , , , , , , , , , , , 
"974772", , , , , , , , , , , , , , , , , , , 
"6289907", , , , , , , , , , , , , , , , , , , 
"5215968", , , , , , , , , , , , , , , , , , , 
"239040", , , , , , , , , , , , , , , , , , , 
"4563943", , , , , , , , , , , , , , , , , , , 
"140908", , , , , , , , , , , , , , , , , , , 
"750636", , , , , , , , , , , , , , , , , , , 
"138260766", ,"138260766", , , , , , , , , , , , , , , , , 
"2365978", , , , , , , , , , , , , , , , , , , 
"24390053", ,"101824", ,"25521792", , , , , , , , , , , , , , , 
"301688225", , , , , , , , , , , , , , , , , , , 
"18865685", , , , , , , , , , , , , , , , , , , 
"28326107", , , , , , , , , , , , , , , , , , , 
"159049042", ,"49205734", ,"1083324", , , , , , , , , , , , , , , 
"8014982", ,"259396", ,"132939", , , , , , , , , , , , , , , 
"660941", ,"2689", ,"10892", , , , , , , , , , , , , , , 
"8619844", ,"68802", ,"122180", , , , , , , , , , , , , , , 
"54958096", ,"18650437", ,"907315", , , , , , , , , , , , , , , 
"111434225", ,"1039382", ,"928667", ,"229187817", , , , , , , , , , , , , 
"64494146", ,"325311", ,"243805", ,"1809474","76300989", , , , , , , , , , , , 
"4444981", , , , , , , ,"4604245", , , , , , , , , , , 
"11262141", ,"128194", ,"151170", ,"1512596","507579","1873","17383058", , , , , , , , , , 
"18457197", ,"4197", ,"44436", ,"184806","62015","15933","14223","21120033", , , , , , , , , 
"1", ,"96446", ,"211352", ,"7091041","2379530","19066","545740", ,"16184967", , , , , , , , 
"6836170", ,"55850", ,"56185", ,"658877","221098", ,"50708", ,"36773", , , , , , , , 
"368747", , , ,"3396", , , , , , ,"1255", , , , , , , , 
"4593415", ,"15189", ,"70522", ,"497431","166922", ,"38283", ,"47867", , , , , , , , 
"232149", , , ,"3399", ,"13612","4568", ,"1048", ,"8503", , , , , , , , 
"216782", ,"4734", ,"334", , , , , , ,"20", , , , , , , , 
"1744821", ,"3520", ,"26313", ,"120089","40298", ,"9242", ,"15983", , , , , , , , 
"173697", , , ,"292", ,"150314","50440","9133","11568", , , , , , , , , , 
"326446", ,"4429", ,"4", , , , , , , , , , , , , , , 
"4274391", ,"56929", ,"54228", ,"495700","166341", ,"38150", ,"45539", , , , , , , , 
"3990176", ,"100284", ,"61853", ,"672143","225550", ,"51729", ,"77535", , , , , , , , 
"46391321", ,"670892", ,"664456", ,"4352346","1460510","775170","334965", ,"638902", , , , , , , , 
"14177508", ,"22442", ,"212573", ,"903381","303146", ,"69526", ,"138955", , , , , , , , 
"25459373", ,"2510878", ,"299701", ,"1427056","478875", ,"109829", ,"261745", , , , , , , , 
"106832", ,"38433", ,"44678", ,"568896","190904","86170","43783", ,"84893", , , , , , , , 
"2050784", ,"276628", ,"27249", ,"404797","135837","2803","31154", ,"29961", , , , , , , , 
"65539263", ,"7409", ,"34199", ,"6806449","2284029", ,"523837", ,"19525", , , , , , , , 
"7654666", ,"2041032", , , ,"6276026","2106036", ,"483015", , , , ,"23184352", , , , , 
"51075298", ,"4005669", ,"688578", ,"2784551","934407","118505","214304", ,"509300", , , ,"83653863", , , , 
"23004261", ,"3835769", ,"120278", ,"712288","239021", ,"54819", ,"187217", , , , ,"43368890", , , 
"3610097", ,"7519", ,"21906", ,"317297","106475", ,"24420", ,"18736", , , , , , , , 
"5218558", ,"9137", ,"75404", ,"26763","8981", ,"2060", ,"53890", , , , , , , , 
"6648596", ,"6984", ,"98816", ,"490394","164561","18170","37742", ,"79013", , , , , ,"13046193", , 
"35543441", ,"63037", ,"742713", ,"1062405","356509","463","81765", ,"226683", , , , , , , , , ,"49320584"
"5142700", ,"214588", ,"82267", ,"2177125","730574", ,"167556", ,"62939", , , , , , , , 
"183946", ,"3571", ,"3199", ,"331255","111159", ,"25494", ,"18928", , , , , , , , 
"1508532", ,"4656", ,"23884", ,"79425","26653", ,"6113", ,"11833", , , , , , , , 
"122317792", ,"1636318", ,"1844088", ,"19140817","6423054","1197640","1473114","19942505","1580109", , , , ,"2863593","3414769", , , ,"19501375", , ,"283617328","-19501375","264115953"
"15853851", ,"286137", ,"246606", ,"2102718","705606","127047","161829","1177528","226187", , , , ,"371196","168614", , , ,"2620402", , ,"34605297","-2620402","31984895"
"79576699", ,"4569491", ,"741461", ,"7343102","2464113","296476","565139", ,"803497", , , , ,"2125917","29420", , , ,"934125", , ,"147719423","-934125","146785298"
"15667792", ,"1011942", ,"216640", ,"1979168","664146","53430","152321", ,"263314", , , , ,"694062","105", , , ,"448865", , ,"31170224","-448865","30721359"
"71342113", ,"11865752", ,"907768", ,"13096606","4394807","322060","1007940", ,"861192", , , , ,"7181916","37329", , , ,"291156", , ,"167271781","-291156","166980625"
"2685493", ,"574818", ,"24124", ,"652820","219066","4685","50242", ,"20973", , , , ,"881944", , , , , , , ,"6819676", ,"6819676"
"34657050", ,"5184893", ,"518534", ,"6455410","2166232","210700","496821", ,"348694", , , , ,"2177579","2109", , , ,"4054951", , ,"84663287","-4054951","80608336"
"4372463", ,"432378", ,"47402", ,"1110625","372691","7391","85476", ,"38777", , , , ,"164613", , , , , , , ,"8685871", ,"8685871"
"1706762", ,"244282", ,"6350", ,"72504","24330","4944","5580", ,"4352", , , , ,"67319", , , , , , , ,"2600433", ,"2600433"
"19910910", ,"385730", ,"257241", ,"2793895","937543","129257","215023", ,"318692", , , , ,"544404","27733", , , ,"3208780", , ,"44578991","-3208780","41370211"
"55456386", ,"2101024", ,"404280", ,"2228748","747897","97474","171529", ,"475553", , , , ,"5605048", , , , ,"3196648", , ,"98843390","-3196648","95646742"
"25513272", ,"293987", ,"78439", ,"1805378","605828","37353","138945", ,"105998", , , , ,"748576", , , , ,"33362", , ,"35307276","-33362","35273914"
"21976391", ,"183488", ,"46027", ,"477474","160225","15665","36747", ,"47088", , , , ,"340919", , , , , , , ,"26839153", ,"26839153"
"7416317", ,"147998", ,"101829", ,"358307","120237","7205","27576", ,"106352", , , , ,"624380","738", , , , , , ,"13229654", ,"13229654"
"7788940", ,"15208", ,"126584", ,"553092","185600","31528","42567", ,"107901", , , , ,"189032", , , , , , , ,"13780745", ,"13780745"
"4115625", ,"580758", ,"44665", ,"143738","48234","8847","11062", ,"48383", , , , ,"489100", , , , , , , ,"7297243", ,"7297243"
