"Schema: HCRIS TABLE: STRONG_DATA_2013","----------"," Entity 565497"," Report I3D0000 ","-------------","-------------","-----------",""
"","----","NO HEADER "," -------- ","NO HEADER"," ------- ","","","","","",""
"Entity[565497] Report(I3D0000)","Entity[565497] Report(I3D0000[00000])","Entity[565497] Report(I3D0000[00100])","Entity[565497] Report(I3D0000[00200])","Entity[565497] Report(I3D0000[00300])","Entity[565497] Report(I3D0000[00400])","Entity[565497] Report(I3D0000[00500])","Entity[565497] Report(I3D0000[00600])","Entity[565497] Report(I3D0000[00700])", ,"Entity[565497] Report(I3D0000[00900])","Entity[565497] Report(I3D0000[01000])"
"Line(00100)", ,"562300","36272","1246695","1117563","523606","-1554216","2038792", ,"3971012","3047361"
"Line(00200)", ,"8269","8269","20129","32930","1689330","1141945","255446"
"Line(00600)", ,"10","10","24","40","2055","1389","311"
"Line(00700)", ,"6","6","16","26","1343","908","203"
"Line(01000)", ,"274","274","42","69","3556","2404","538"
"Line(01100)", ,"2214","2214","7194","11768","603727","408104","91289"
"Line(01200)","4259","962","962","4010","6559","336554","227501","50892"
"Line(01700)", ,"11735","11735","31415","51392","2636565","1782251","398679", , ,"3971012"
