"Schema: HCRIS TABLE: STRONG_DATA_2013","----------"," Entity 572966"," Report A6000G0 ","-------------","-------------","-----------",""
"","","CODE","","","","","","","","","A-7"
"","EXPLANATION OF RECLASSIFICATION(S)","-1","COST CENTER","LINE #","SALARY","OTHER","COST CENTER","LINE #","SALARY","OTHER","Ref."
"","","1","2","3","4","5","6","7","8","9","10"
"Entity[572966] Report(A6000G0)","Entity[572966] Report(A6000G0[00000])","Entity[572966] Report(A6000G0[00100])", ,"Entity[572966] Report(A6000G0[00300])","Entity[572966] Report(A6000G0[00400])","Entity[572966] Report(A6000G0[00500])", ,"Entity[572966] Report(A6000G0[00700])","Entity[572966] Report(A6000G0[00800])","Entity[572966] Report(A6000G0[00900])"
"Line(06400)","EXECUTIVE COMPENSATION","G", ,"30","287428","90538"
"Line(06500)","EXECUTIVE COMPENSATION","G", ,"31","81797","26109"
"Line(06600)","EXECUTIVE COMPENSATION","G", ,"31","113594","36259"
"Line(06700)","EXECUTIVE COMPENSATION","G", ,"31","31815","10155"
"Line(06800)","EXECUTIVE COMPENSATION","G", ,"50","302438","89953"
"Line(06900)","EXECUTIVE COMPENSATION","G", ,"51","55757","16640"
"Line(07000)","EXECUTIVE COMPENSATION","G", ,"52","42057","13425"
"Line(07100)","EXECUTIVE COMPENSATION","G", ,"53","35007","10464"
"Line(07200)","EXECUTIVE COMPENSATION","G", ,"54","137021","41949"
"Line(07300)","EXECUTIVE COMPENSATION","G", ,"57","20617","6239"
"Line(07400)","EXECUTIVE COMPENSATION","G", ,"58","44190","13413"
"Line(07500)","EXECUTIVE COMPENSATION","G", ,"59","19203","6129"
"Line(07600)","EXECUTIVE COMPENSATION","G", ,"60","367633","112633"
"Line(07700)","EXECUTIVE COMPENSATION","G", ,"62","72354","22261"
"Line(07800)","EXECUTIVE COMPENSATION","G", ,"65","94851","29076"
"Line(07900)","EXECUTIVE COMPENSATION","G", ,"66","57697","17433"
"Line(08000)","EXECUTIVE COMPENSATION","G", ,"68","13496","3979"
"Line(08100)","EXECUTIVE COMPENSATION","G", ,"69","14507","4567"
"Line(08200)","EXECUTIVE COMPENSATION","G", ,"70","54527","16515"
"Line(08300)","EXECUTIVE COMPENSATION","G", ,"74","13800","4405"
"Line(08400)","EXECUTIVE COMPENSATION","G", ,"76","75527","18284"
"Line(08500)","EXECUTIVE COMPENSATION","G", ,"76","61090","18633"
"Line(08600)","EXECUTIVE COMPENSATION","G", ,"76","981","313"
"Line(08700)","EXECUTIVE COMPENSATION","G", ,"76","18505","5558"
"Line(08800)","EXECUTIVE COMPENSATION","G", ,"76","14416","4602"
"Line(08900)","EXECUTIVE COMPENSATION","G", ,"76","12475","3821"
"Line(09000)","EXECUTIVE COMPENSATION","G", ,"90","456511","139129"
"Line(09100)","EXECUTIVE COMPENSATION","G", ,"90","256853","78379"
"Line(09200)","EXECUTIVE COMPENSATION","G", ,"91","96286","29330"
"Line(09300)","EXECUTIVE COMPENSATION","G", ,"92","8009","2556"
"Line(09400)","EXECUTIVE COMPENSATION","G", ,"94","2771","884"
"Line(09500)","EXECUTIVE COMPENSATION","G", ,"95","21745","6941"
"Line(09600)","EXECUTIVE COMPENSATION","G", ,"105","4574","1360"
"Line(09700)","EXECUTIVE COMPENSATION","G", ,"106","7934","2360"
"Line(09800)","EXECUTIVE COMPENSATION","G", ,"107","14859","4419"
"Line(09900)","EXECUTIVE COMPENSATION","G", ,"108","10294","3061"
"Line(10000)","EXECUTIVE COMPENSATION","G", ,"190","8804","2703"
"Line(10100)","EXECUTIVE COMPENSATION","G", ,"191","7510","2337"
"Line(10200)","EXECUTIVE COMPENSATION","G", ,"191","5106","1630"
"Line(10300)","EXECUTIVE COMPENSATION","G", ,"191","4675","1440"
"Line(10400)","EXECUTIVE COMPENSATION","G", ,"191","82185","25492"
"Line(10500)","EXECUTIVE COMPENSATION","G", ,"191","2993","929"
"Line(10600)","EXECUTIVE COMPENSATION","G", ,"191","10183","3179"
"Line(10700)","EXECUTIVE COMPENSATION","G", ,"191","915","278"
"Line(10800)","EXECUTIVE COMPENSATION","G", ,"194","1018078","418277"
"Line(10900)","EXECUTIVE COMPENSATION","G", ,"194","522170","151721"
"Line(11000)","EXECUTIVE COMPENSATION","G", ,"194","698657","171834"
"Line(11100)","EXECUTIVE COMPENSATION","G", ,"194","403651","507206"
"Line(11200)","EXECUTIVE COMPENSATION","G", ,"194","1732","528"
"Line(11300)","EXECUTIVE COMPENSATION","G", ,"194","816","254"
"Line(11400)","EXECUTIVE COMPENSATION","G", ,"194","54781","10048"
"Line(11500)","EXECUTIVE COMPENSATION","G", ,"194","3185","947"
"Line(11600)","EXECUTIVE COMPENSATION","G", ,"194","1459","466"
"Line(11700)","EXECUTIVE COMPENSATION","G", ,"194","7023","2164"
"Line(11800)","EXECUTIVE COMPENSATION","G", ,"194","306","92"
"Line(11900)","EXECUTIVE COMPENSATION","G", ,"194","61764","5201"
"Line(12000)","EXECUTIVE COMPENSATION","G", ,"194","247358","62463"
"Line(12100)","EXECUTIVE COMPENSATION","G", ,"194","2107","654"
"Line(12200)","EXECUTIVE COMPENSATION","G", ,"194","22840","6881"
"Line(12300)","EXECUTIVE COMPENSATION","G", ,"194","64698","19816"
"Line(12400)","EXECUTIVE COMPENSATION","G", ,"194","10837","3319"
"Line(12500)","EXECUTIVE COMPENSATION","G", ,"194","194411","85771"
"Line(12600)","EXECUTIVE COMPENSATION","G", ,"194","176","80"
