"Schema: HCRIS TABLE: STRONG_DATA_2013","----------"," Entity 572966"," Report I3H0000 ","-------------","-------------","-----------",""
"","----","NO HEADER "," -------- ","NO HEADER"," ------- ","","","","","",""
"Entity[572966] Report(I3H0000)", ,"Entity[572966] Report(I3H0000[00100])","Entity[572966] Report(I3H0000[00200])","Entity[572966] Report(I3H0000[00300])","Entity[572966] Report(I3H0000[00400])","Entity[572966] Report(I3H0000[00500])","Entity[572966] Report(I3H0000[00600])","Entity[572966] Report(I3H0000[00700])","Entity[572966] Report(I3H0000[00800])","Entity[572966] Report(I3H0000[00900])","Entity[572966] Report(I3H0000[01000])"
"Line(00100)", ,"63406", ,"376389","68078","174390","130391","516043", ,"1328697","585993"
"Line(00200)", ,"33", ,"33","35","2727","711","753","3127"
"Line(00700)", ,"39", ,"165","176","13634","3557","11919","46440"
"Line(00800)", ,"266", ,"1663","1781","137700","35922","38004","1187"
"Line(01100)", ,"764","100","5920","6342","490226","127887","428569","265501"
"Line(01700)", ,"1102","100","7781","8335","644287","168077","479245","316255", ,"1328697"
