"Schema: HCRIS TABLE: STRONG_DATA_2013","----------"," Entity 572966"," Report I1D0000 ","-------------","-------------","-----------",""
"","----","NO HEADER "," -------- ","NO HEADER"," ------- ","","","","","",""
"Entity[572966] Report(I1D0000)", ,"Entity[572966] Report(I1D0000[00100])", ,"Entity[572966] Report(I1D0000[00300])","Entity[572966] Report(I1D0000[00400])"
"Line(00100)", ,"1367591", ,"31757","15"
"Line(00400)", ,"165706", ,"7976","4"
"Line(00500)", ,"38511", ,"1379","1"
"Line(00600)", ,"35163", ,"1075","1"
"Line(00700)", ,"31223"
"Line(00800)", ,"707346"
"Line(00900)", ,"2345540"
"Line(01000)", ,"509164"
"Line(01300)", ,"1285"
"Line(01400)", ,"412900"
"Line(01500)", ,"145050"
"Line(01600)", ,"137910"
"Line(01700)", ,"3551849"
"Line(01800)", ,"51063"
"Line(01900)", ,"41097"
"Line(02000)", ,"123500"
"Line(02100)", ,"983959"
"Line(02200)", ,"583991"
"Line(02400)", ,"32120"
"Line(02500)", ,"-32524"
"Line(02600)", ,"696010"
"Line(02700)", ,"6031065"
