"----------"," Entity 572966"," Report B000001 ","-------------","-------------","-----------","", , , , , , , , , , , , , 
"","","FOR COST","RELATED COSTS","","","","","","","","","","","","","","","","","","","","","","","","NON-","","INTERNS &","INTERNS &","","","RESIDENT ",""
"","","ALLOCATION"," "," ","","","ADMINIS-","MAIN-","","","","","LAUNDRY","","","","MAIN-","NURSING","CENTRAL","","MEDICAL","","","","","OTHER","PHYSICIAN","","RESIDENTS","RESIDENTS","PARAMEDICAL","","COST & POST",""
"","COST CENTER DESCRIPTIONS","(from Wkst.","BLDGS. &","MOVABLE","EMPLOYEE","SUBTOTAL","TRATIVE &","TENANCE &","OPERATION","","","COST CENTER DESCRIPTIONS","& LINEN","HOUSE-"," ","","TENANCE OF","ADMINIS-","SERVICES &","","RECORDS &","SOCIAL","","","COST CENTER DESCRIPTIONS","GENERAL","ANES-","NURSING","SALARY AND","PROGRAM","EDUCATION","","STEPDOWN",""
"","","A col. 7)","FIXTURES","EQUIPMENT","BENEFITS","(cols. 0-4)","GENERAL","REPAIRS","OF PLANT","","","","SERVICE","KEEPING","DIETARY","CAFETERIA","PERSONNEL","TRATION","SUPPLY","PHARMACY","LIBRARY","SERVICE","","","","SERVICE","THETISTS","SCHOOL","FRINGES","COSTS","(SPECIFY)","SUBTOTAL"," ADJUSTMENTS","TOTAL"
"","","0","1","2","4","4A","5","6","7","","","","8","9","10","11","12","13","14","15","16","17","","","","18","19","20","21","22","23","24","25","26"
"Entity[572966] Report(B000001[00000])","Entity[572966] Report(B000001[00100])","Entity[572966] Report(B000001[00200])", ,"Entity[572966] Report(B000001[00400])", ,"Entity[572966] Report(B000001[00600])","Entity[572966] Report(B000001[00700])","Entity[572966] Report(B000001[00800])","Entity[572966] Report(B000001[00900])","Entity[572966] Report(B000001[01000])","Entity[572966] Report(B000001[01100])", ,"Entity[572966] Report(B000001[01300])","Entity[572966] Report(B000001[01400])","Entity[572966] Report(B000001[01500])","Entity[572966] Report(B000001[01600])","Entity[572966] Report(B000001[01700])","Entity[572966] Report(B000001[01800])", , , ,"Entity[572966] Report(B000001[02200])", ,"Entity[572966] Report(B000001[02400])","Entity[572966] Report(B000001[02500])","Entity[572966] Report(B000001[02600])"
"22208230","22208230", , , , , , , , , , , , , , , , , , 
"564585", , , , , , , , , , , , , , , , , , , 
"6249964", , , , , , , , , , , , , , , , , , , 
"2156374", , , , , , , , , , , , , , , , , , , 
"419340", , , , , , , , , , , , , , , , , , , 
"90858007", ,"90858007", , , , , , , , , , , , , , , , , 
"29498355","88150","167892", ,"29839552", , , , , , , , , , , , , , , 
"6357619","18495","224848", ,"78135", , , , , , , , , , , , , , , 
"62069938","241795","28766919", ,"1192836", , , , , , , , , , , , , , , 
"2916448","35485","30781", ,"107180", , , , , , , , , , , , , , , 
"27088638","216422","280132", ,"1015836", , , , , , , , , , , , , , , 
"9533115","26345","116045", ,"319400", , , , , , , , , , , , , , , 
"23748047","158067","232875", ,"302368", , , , , , , , , , , , , , , 
"1996086","693","77773", ,"80363", , , , , , , , , , , , , , , 
"34615930","221857","477013", ,"968638", , , , , , , , , , , , , , , 
"2304885","116487","216747", ,"57748", , , , , , , , , , , , , , , 
"1511195","54076","105211", ,"32435", , , , , , , , , , , , , , , 
"14020790","176435","937993", ,"291571", ,"16717790", , , , , , , , , , , , , 
"41425391","6717457","18953567", ,"625357", ,"36079","74106885", , , , , , , , , , , , 
"687482", ,"191003", ,"8273", , , , , , , , , , , , , , , 
"11810914", ,"8456429", ,"142964", ,"82712", , , , , , , , , , , , , 
"146018", , , ,"7951", , , , , , , , , , , , , , , 
"488105", ,"127544", ,"17756", , , , , , , , , , , , , , , 
"369354","41684","91", ,"158", , ,"215563","665320", , , , , , , , , , , 
"10604211","123045","151782", ,"253525", ,"16811","636799", ,"14657393", , , , , , , , , , 
"184693", , , ,"1180", , , , , , , , , , , , , , , 
"2372352", ,"26806", ,"89921", ,"6360", , , , , , , , , , , , , 
"22881", , , ,"1718", , , , , , , , , , , , , , , 
"88502", ,"1417", ,"2821", ,"909", , , , , , , , , , , , , 
"8515205","312246","413205", ,"197767", ,"10851","1614725", ,"327569","13131980", , , , , , , , , 
"137484","164363","143429", ,"46148", , ,"849973", ,"172429", ,"1773495", , , , , , , , 
"8414572","71750","327289", ,"380597", ,"45152","371044","206","75271", ,"26524", ,"16677294", , , , , , 
"3881095","148106","128587", ,"172214", , ,"765907","798","155375", ,"24515", , ,"5929435", , , , , 
"31372183","242583","709301", ,"1250565", , ,"1254478", ,"254488", ,"102479", , ,"231610","40896451", , , , 
"13082055","93409","94793", ,"474454", , ,"483049", ,"97993", ,"41394", ,"102408","14", ,"19838351", , , 
"3404535","20615","1879", ,"145472", ,"303","106607", ,"21627", ,"17683", , ,"11", , ,"4493337", , 
"1543260","62132","39545", ,"69252", ,"9973","321305", ,"65181", ,"5224", ,"26283","61", , , ,"2669132", 
"4375041","115451","224698", ,"79357", ,"4846","597033", ,"121116", ,"5626", ,"5942","199", , , , , 
"2708335","47924","70212", ,"71143", ,"9352","247830","678","50276", ,"5626", , ,"38556", , , , , 
"287721","28400","17132", ,"2171", ,"1825","146868", ,"29794", , , ,"223", , , , ,"33435", 
 , , , , , , , , , , , , , , , , , , , 
"571833","279","7521", ,"19484", ,"151","1442", ,"293", ,"2009", ,"5436","560", , , , , 
"2026336","69670","196370", ,"47939", ,"835","360288","1476","73089", ,"6430", ,"92266","872", , , , , 
"376711","4725","47124", ,"3952", , ,"24437", ,"4957", ,"402", , ,"2", , , ,"63344", 
"223289", ,"10651", ,"3170", ,"9154", , , , ,"402", , ,"31", , , ,"18233", 
"181318","2646","12844", ,"504", ,"3914","13681", ,"2775", , , ,"69","7", , , ,"31286", 
"1574773","31628","65404", ,"43322", ,"6835","163558", ,"33180", ,"4823", ,"12239","13502", , , ,"227903", 
"3073400","28512","29484", ,"148137", ,"342","147445", ,"29911", ,"15271", ,"45923", , , , , , 
"20364","183","8882", ,"26", ,"8065","948", ,"192", , , , , , , , ,"722", 
"377577","8917","35760", ,"1460", ,"697","46113", ,"9355", , , , , , , , ,"43096", 
"278535","2725","10235", ,"5146", , ,"14093", ,"2859", ,"804", , , , , , ,"20237", 
"85010","1841","4835", ,"2550", ,"10798","9519", ,"1931", ,"402", , ,"310", , , ,"7259", 
"1115624","7969","36168", ,"16976", ,"76","41209", ,"8360", ,"2009", , ,"113", , , , , 
"57951","10997","2224", ,"2221", ,"621","56868", ,"11536", ,"402", , , , , , ,"5417", 
"290327","6933","11678", ,"6275", ,"23","35852", ,"7273", , , ,"1043","44", , , ,"19420", 
"796020","1992","13238", ,"1020", , ,"10302", ,"2090", , , , ,"5", , , ,"30108", 
"10947889","42338","114078", ,"563985", ,"8728","218942", ,"44415", ,"34160", ,"70306","92", , , , , 
"15680","2646","6343", ,"5", , ,"13681", ,"2775", , , , , , , , ,"323", 
"2695144","80460","119810", ,"42424", ,"227","416085", ,"84409", ,"2411", ,"24494","473", , , ,"266214", 
"352978","3068","17066", ,"7267", ,"454","15865", ,"3219", ,"402", , , , , , , , 
"1178645","3052","3819", ,"4868", ,"151","15783", ,"3202", ,"402", , , , , , ,"59183", 
"462914","327","24335", ,"566", ,"227","1690", ,"343", , , , ,"5917", , , ,"72710", 
"197939", ,"2822", ,"8373", , , , , , ,"1608", , ,"8", , , , , 
"1081918","19340","97000", ,"29225", ,"58164","100014","499","20289", ,"2813", ,"19635","14", , , , , 
"796607","16973","89487", ,"22612", , ,"87775","661","17806", ,"1608", ,"9847","26","408", , , , 
"536779","86349","34786", ,"17431", ,"19367","446538","115","90586", ,"1608", ,"6448","8", , , , , 
"3109", , , ,"2", , , , , , , , , , , , , , , 
"153808", , , , , , , , , , , , , , , , , , , 
"1267629","12344","19136", ,"5887", ,"303","63832", ,"12949", ,"804", ,"10339","196", , , , , 
"553","1506", , ,"18", , ,"7788", ,"1580", , , , , , , , ,"545", 
"1427707", ,"10933", ,"40836", ,"6125", , , , ,"6028", , ,"2768", , , ,"81255", 
 ,"749", , , , , ,"3874", ,"786", , , , , , , , , , 
"799697", , , ,"44544", , , , , , , , ,"11684","65", , , , , 
"1311475","1657","49454", ,"37146", ,"18328","8571","7468","1739", ,"3617", ,"26980", , , , , , 
"80546", , , ,"3709", , , , , , ,"402", , , , , , , , 
"30550912","133221","7371", ,"4832", ,"26075","688929", ,"139759", ,"402", , ,"80", , , , , , , ,"32729324"
"93904908","2110990","1636019", ,"3804620", ,"2046106","10916620","261505","2214589","9244266","317481", ,"4865184","244837","23329","2435274","2723610", , , , , , ,"171607119", ,"171607119"
"25855105","338957","240090", ,"1042982", ,"427108","1752857","44318","355591","1643146","92834", ,"1369339","147754","835","797841","490778", , , , ,"1296789", ,"47665830","-1296789","46369041"
"39255354","491366","1342882", ,"1609364", ,"822737","2541017","33055","515480","1064592","132218", ,"1920536","123601", ,"1432279","858304", , , , ,"1145161", ,"74565082","-1145161","73419921"
"10629540","79185","299871", ,"426055", ,"236882","409492","14657","83071","578345","38982", ,"571109","54377","33","350891","172742", , , , , , ,"17276991", ,"17276991"
"4528303","63535","177788", ,"182625", ,"161073","328558","13796","66652", ,"15271", ,"220122","16742", ,"58041","242724", , , , , , ,"7010692", ,"7010692"
"28030629","866653","4546006", ,"781513", ,"1992699","4481745","46672","909184", ,"73946", ,"828461","695269","44754","1195732", ,"42472", , , ,"2080875", ,"59158202","-2080875","57077327"
"9991508","236695","191844", ,"405842", ,"102277","1224025","26777","248310", ,"34964", ,"522198","49142", ,"416864", , , , , , , ,"17973690", ,"17973690"
"12301923","284156","733220", ,"456666", ,"212105","1469464","49932","298101", ,"44609", ,"589507","90567", ,"161473", , , , , , , ,"20987331", ,"20987331"
"5931369","44410","469584", ,"73631", ,"382875","229657","3","46589", ,"9645", ,"106576","243501","446308","612893", , , , , ,"1592123", ,"14419356","-1592123","12827233"
"14804160","432334","2539217", ,"486695", ,"2236349","2235742","21457","453551", ,"49029", ,"205193","222984", ,"666402", , , , , ,"1091463", ,"34409482","-1091463","33318019"
