"Schema: HCRIS TABLE: STRONG_DATA_2013","----------"," Entity 572851"," Report C000001 ","-------------","-------------","-----------",""
"","","","(from Wkst.","Therapy","","RCE","","","","Total","","TEFRA","PPS"
"","","COST CENTER DESCRIPTIONS","\"B"," Part I","\"","Limit","Total","Dis-","Total","","","(column 6","Cost or ","Inpatient","Inpatient"
"","","","col. 26)","Adj.","Costs","allowance","Costs","Inpatient","Outpatient","+ column 7)","Other Ratio","Ratio","Ratio"
"","","","1","2","3","4","5","6","7","8","9","10","11"
"Entity[572851] Report(C000001)", ,"Entity[572851] Report(C000001[00100])", ,"Entity[572851] Report(C000001[00300])","Entity[572851] Report(C000001[00400])","Entity[572851] Report(C000001[00500])","Entity[572851] Report(C000001[00600])","Entity[572851] Report(C000001[00700])","Entity[572851] Report(C000001[00800])","Entity[572851] Report(C000001[00900])", ,"Entity[572851] Report(C000001[01100])"
"Line(03000)", ,"155509920", ,"155509920","84902","155594822","223040222", ,"223040222"
"Line(03100)", ,"14487797", ,"14487797","846133","15333930","36063066", ,"36063066"
"Line(03101)", ,"20686483", ,"20686483","1454202","22140685","42468613", ,"42468613"
"Line(03200)", ,"8170866", ,"8170866", ,"8170866","23504614", ,"23504614"
"Line(03201)", ,"4894672", ,"4894672", ,"4894672","13027353", ,"13027353"
"Line(03401)", ,"18716491", ,"18716491", ,"18716491","45782462", ,"45782462"
"Line(03402)", ,"13773824", ,"13773824", ,"13773824","47554703", ,"47554703"
"Line(03403)", ,"8502116", ,"8502116", ,"8502116","16175356", ,"16175356"
"Line(03404)", ,"9742862", ,"9742862","677599","10420461","18143425", ,"18143425"
"Line(03405)", ,"1074587", ,"1074587", ,"1074587","1540778", ,"1540778"
"Line(03406)", ,"7665294", ,"7665294", ,"7665294","14854110", ,"14854110"
"Line(03407)", ,"9362079", ,"9362079", ,"9362079","26755690", ,"26755690"
"Line(04000)", ,"18664864", ,"18664864", ,"18664864","44379045", ,"44379045"
"Line(04100)", ,"3341655", ,"3341655", ,"3341655","5647365", ,"5647365"
"Line(04300)", ,"5488744", ,"5488744", ,"5488744","11430924", ,"11430924"
"Line(05000)", ,"48472351", ,"48472351","10273","48482624","279661000","88481090","368142090","0", ,"0"
"Line(05001)", ,"2747407", ,"2747407","142247","2889654","389269","125895","515164","5", ,"6"
"Line(05100)", ,"14675582", ,"14675582", ,"14675582","28293820","30887309","59181129","0", ,"0"
"Line(05200)", ,"19558521", ,"19558521", ,"19558521","50523473","4160893","54684366","0", ,"0"
"Line(05300)", ,"23445308", ,"23445308","366402","23811710","260615566","175662139","436277705","0", ,"0"
"Line(05400)", ,"26446651", ,"26446651", ,"26446651","80159761","88522453","168682214","0", ,"0"
"Line(05500)", ,"9026549", ,"9026549", ,"9026549","3766640","59038540","62805180","0", ,"0"
"Line(05600)", ,"2470638", ,"2470638", ,"2470638","3765458","12329075","16094533","0", ,"0"
"Line(05700)", ,"5628225", ,"5628225", ,"5628225","84083046","116130523","200213569","0", ,"0"
"Line(05800)", ,"5309607", ,"5309607", ,"5309607","25875815","50016921","75892736","0", ,"0"
"Line(05900)", ,"16579545", ,"16579545", ,"16579545","68680009","74293141","142973150","0", ,"0"
"Line(06000)", ,"89572556", ,"89572556","210191","89782747","275084848","340715934","615800782","0", ,"0"
"Line(06001)", ,"2083232", ,"2083232", ,"2083232","2089000","4556625","6645625","0", ,"0"
"Line(06002)", ,"1653057", ,"1653057", ,"1653057","1896011","7730059","9626070","0", ,"0"
"Line(06500)", ,"21246133", ,"21246133", ,"21246133","61238916","3691083","64929999","0", ,"0"
"Line(06600)", ,"9767201", ,"9767201", ,"9767201","24329442","1322801","25652243","0", ,"0"
"Line(06800)", ,"1546358", ,"1546358", ,"1546358","3141593","271328","3412921","0", ,"0"
"Line(06900)", ,"5161297", ,"5161297", ,"5161297","25894179","32113914","58008093","0", ,"0"
"Line(07100)", ,"65500821", ,"65500821", ,"65500821","58596284","26549769","85146053","1", ,"1"
"Line(07200)", ,"94630462", ,"94630462", ,"94630462","207397097","87106902","294503999","0", ,"0"
"Line(07300)", ,"87131102", ,"87131102", ,"87131102","224691917","91648444","316340361","0", ,"0"
"Line(07400)", ,"4385457", ,"4385457","1887","4387344","6527051","8448648","14975699","0", ,"0"
"Line(07500)", ,"18076157", ,"18076157", ,"18076157","7707160","84498329","92205489","0", ,"0"
"Line(07601)", ,"707561", ,"707561", ,"707561","112844","14206","127050","6", ,"6"
"Line(07602)", ,"3662253", ,"3662253", ,"3662253","2629466","3248322","5877788","1", ,"1"
"Line(07603)", ,"15896653", ,"15896653", ,"15896653","13403278","41102272","54505550","0", ,"0"
"Line(07697)", ,"1101673", ,"1101673", ,"1101673","345405","1298607","1644012","1", ,"1"
"Line(09000)", ,"2909427", ,"2909427","186576","3096003","4680","2642986","2647666","1", ,"1"
"Line(09001)", ,"6842129", ,"6842129","795836","7637965","2301","2526391","2528692","3", ,"3"
"Line(09002)", ,"7982982", ,"7982982","883569","8866551","150259","5428204","5578463","1", ,"2"
"Line(09003)", ,"25159157", ,"25159157","1051680","26210837","206032","10847065","11053097","2", ,"2"
"Line(09004)", ,"34659251", ,"34659251","10055301","44714552","134624","12995417","13130041","3", ,"3"
"Line(09005)", ,"2043234", ,"2043234","154108","2197342", ,"1985051","1985051","1", ,"1"
"Line(09006)", ,"243818", ,"243818", ,"243818", ,"75444","75444","3", ,"3"
"Line(09007)", ,"4729053", ,"4729053", ,"4729053","79066","5547415","5626481","1", ,"1"
"Line(09008)", ,"1630070", ,"1630070","1109","1631179","1135","774239","775374","2", ,"2"
"Line(09009)", ,"5881654", ,"5881654","960098","6841752","691931","8554273","9246204","1", ,"1"
"Line(09010)", ,"761535", ,"761535", ,"761535","417","760278","760695","1", ,"1"
"Line(09011)", ,"2115658", ,"2115658","300806","2416464","10330","564566","574896","4", ,"4"
"Line(09012)", ,"96275", ,"96275", ,"96275","373","186050","186423","1", ,"1"
"Line(09013)", ,"4343815", ,"4343815","996570","5340385","3903","634741","638644","7", ,"8"
"Line(09014)", ,"2723380", ,"2723380","682336","3405716","11611","3290296","3301907","1", ,"1"
"Line(09015)", ,"54278036", ,"54278036", ,"54278036","437814","152316188","152754002","0", ,"0"
"Line(09016)", ,"4132665", ,"4132665","347526","4480191","119722","3492822","3612544","1", ,"1"
"Line(09017)", ,"3299486", ,"3299486", ,"3299486","155","1338609","1338764","2", ,"2"
"Line(09020)", ,"1758363", ,"1758363", ,"1758363","8091","1332092","1340183","1", ,"1"
"Line(09021)", ,"3923380", ,"3923380","477535","4400915","8338346","5214729","13553075","0", ,"0"
"Line(09022)", ,"2492380", ,"2492380", ,"2492380","225664","12949793","13175457","0", ,"0"
"Line(09023)", ,"188868", ,"188868", ,"188868", ,"1100868","1100868","0", ,"0"
"Line(09024)", ,"692069", ,"692069","2534","694603","4304","2363728","2368032","0", ,"0"
"Line(09025)", ,"1230978", ,"1230978", ,"1230978","1467","380807","382274","3", ,"3"
"Line(09100)", ,"31506083", ,"31506083","3750000","35256083","59052387","115880347","174932734","0", ,"0"
"Line(09101)", ,"4949463", ,"4949463","55258","5004721","1261081","4221164","5482245","1", ,"1"
"Line(09102)", ,"6958133", ,"6958133", ,"6958133","6933024","33680224","40613248","0", ,"0"
"Line(09103)", ,"1472505", ,"1472505", ,"1472505","1650027","10377883","12027910","0", ,"0"
"Line(09200)", ,"20534205", ,"20534205", ,"20534205","2024049","30957830","32981879","1", ,"1"
"Line(09201)", ,"6523443", ,"6523443", ,"6523443","1934828","18206596","20141424","0", ,"0"
"Line(09202)", ,"2468244", ,"2468244", ,"2468244", ,"10292868","10292868","0", ,"0"
"Line(09500)", ,"39815683", ,"39815683", ,"39815683", ,"76609432","76609432","1", ,"1"
"Line(10500)", ,"9675495", ,"9675495", ,"9675495","6309021","387401","6696422"
"Line(10600)", ,"2397258", ,"2397258", ,"2397258","1516207","1989","1518196"
"Line(10700)", ,"5444154", ,"5444154", ,"5444154","3197364","141549","3338913"
"Line(10900)", ,"384673", ,"384673", ,"384673","575807","6943","582750"
"Line(11200)", ,"887208", ,"887208", ,"887208"
"Line(20000)", ,"1203698821", ,"1203698821","24494678","1228193499","2147483647","1972031500","2147483647"
"Line(20100)", ,"20534205", ,"20534205", ,"20534205"
"----------------","----------------","----------------","----------------","----------------","----------------"
"----------------","----------------","----------------","----------------","----------------","----------------"
 , , , , , 
 , , , , , 
"Schema: HCRIS TABLE: STRONG_DATA_2013","----------"," Entity 572851"," Report C000191 ","-------------","-------------","-----------",""
"","","","(from Wkst.","Therapy","","RCE","","","","Total","","TEFRA","PPS"
"","","COST CENTER DESCRIPTIONS","\"B"," Part I","\"","Limit","Total","Dis-","Total","","","(column 6","Cost or ","Inpatient","Inpatient"
"","","","col. 26)","Adj.","Costs","allowance","Costs","Inpatient","Outpatient","+ column 7)","Other Ratio","Ratio","Ratio"
"","","","1","2","3","4","5","6","7","8","9","10","11"
"Entity[572851] Report(C000191)", ,"Entity[572851] Report(C000191[00100])", ,"Entity[572851] Report(C000191[00300])","Entity[572851] Report(C000191[00400])","Entity[572851] Report(C000191[00500])","Entity[572851] Report(C000191[00600])","Entity[572851] Report(C000191[00700])","Entity[572851] Report(C000191[00800])","Entity[572851] Report(C000191[00900])"
"Line(03000)", ,"177674822", ,"177674822","84902","177759724", , ,"223040222"
