"----------"," Entity 572851"," Report L00A181 ","-------------","-------------","-----------","", , , , , , , , , , , , , 
"----","NO HEADER "," -------- ","NO HEADER"," ------- ","","","","","","", , , , , , , , , 
 ,"Entity[572851] Report(L00A181[00100])", , , , , , , , , , , , , , , , , , 
 ,"9809343", , , , , , , , , , , , , , , , , , 
 ,"790554", , , , , , , , , , , , , , , , , , 
 ,"666", , , , , , , , , , , , , , , , , , 
 ,"182", , , , , , , , , , , , , , , , , , 
 ,"8", , , , , , , , , , , , , , , , , , 
 ,"786709", , , , , , , , , , , , , , , , , , 
 ,"0", , , , , , , , , , , , , , , , , , 
 ,"0", , , , , , , , , , , , , , , , , , 
 ,"0", , , , , , , , , , , , , , , , , , 
 ,"0", , , , , , , , , , , , , , , , , , 
 ,"908345", , , , , , , , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
